FID,geom,id,descricao,tipo,extensao,fonte,ano_ref,datum_codf,data_criac
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-533e,"MULTILINESTRING ((-38.58577875648469 -3.7880258897670935, -38.58446233274764 -3.786546828901703))",659,Galeria,Drenagem geral,219.389,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-533d,"MULTILINESTRING ((-38.59226154027315 -3.7825754117067296, -38.59349422287778 -3.782260434452945))",660,Galeria,Drenagem geral,141.285,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-533c,"MULTILINESTRING ((-38.59816040797353 -3.7824474759759092, -38.59910428967366 -3.782164420619926))",661,Galeria,Drenagem geral,109.417,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-533b,"MULTILINESTRING ((-38.59906582862255 -3.7874889879608493, -38.59840586766617 -3.78769702108261, -38.59860744755955 -3.788344194760674))",662,Galeria,Drenagem geral,151.817,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-533a,"MULTILINESTRING ((-38.59801667854164 -3.786321913116352, -38.59870316331963 -3.786106539165157))",663,Galeria,Drenagem geral,79.886,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5339,"MULTILINESTRING ((-38.61696958017046 -3.7877547729682974, -38.61927453929564 -3.7871548728855893, -38.61934239475941 -3.7875500894615213, -38.61968257712026 -3.7874548497696705))",664,Galeria,Drenagem geral,348.059,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5338,"MULTILINESTRING ((-38.571227128156266 -3.8008835457829373, -38.57072479997452 -3.799233365965327))",665,Galeria,Drenagem geral,190.816,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5337,"MULTILINESTRING ((-38.57289918867447 -3.7970787950266764, -38.5720042564589 -3.7940530793212655))",666,Galeria,Drenagem geral,349.036,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5334,"MULTILINESTRING ((-38.484295948354266 -3.7289308520506155, -38.48628541214242 -3.728362715874351, -38.48621145385683 -3.7296219066886382))",702,Galeria,Drenagem geral,369.239,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5332,"MULTILINESTRING ((-38.584695850749924 -3.7910459804460475, -38.584136896734165 -3.791622725192183, -38.583445934105626 -3.792215811087701, -38.58476229629976 -3.7936492811363247, -38.58299027482152 -3.7953560844398595, -38.58210650570595 -3.7944237992385363))",667,Galeria,Drenagem geral,820.664,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-532e,"MULTILINESTRING ((-38.58299027482152 -3.7953560844398595, -38.58614678677789 -3.798755491833809))",668,Galeria,Drenagem geral,514.037,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-532c,"MULTILINESTRING ((-38.584136896734165 -3.791622725192183, -38.585402057525 -3.793076718493427))",669,Galeria,Drenagem geral,213.54,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5329,"MULTILINESTRING ((-38.584695850749924 -3.7910459804460475, -38.58605762814119 -3.792479469987084))",670,Galeria,Drenagem geral,219.105,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5327,"MULTILINESTRING ((-38.587240947953724 -3.7913333111472003, -38.588095111485735 -3.792248021232773))",671,Galeria,Drenagem geral,138.682,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5325,"MULTILINESTRING ((-38.58614678677789 -3.798755491833809, -38.58636735557626 -3.7989686727483294, -38.58749039465677 -3.800180183477429))",672,Galeria,Drenagem geral,217.052,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5322,"MULTILINESTRING ((-38.586335376813274 -3.798922631211846, -38.5869172378158 -3.797349656946902, -38.58819660273913 -3.7960652226112104, -38.58861039340042 -3.796642412894664, -38.5889165432125 -3.796426186998022, -38.58933038565546 -3.796895190994669, -38.59046758209434 -3.7961698056079927))",673,Galeria,Drenagem geral,725.632,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5318,"MULTILINESTRING ((-38.58819660273913 -3.7960652226112104, -38.58731799673484 -3.795163172479687))",674,Galeria,Drenagem geral,139.549,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5315,"MULTILINESTRING ((-38.58633391975385 -3.7966311477941512, -38.5869172378158 -3.797349656946902))",675,Galeria,Drenagem geral,102.522,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5313,"MULTILINESTRING ((-38.58843422476546 -3.799111628742755, -38.59123588222972 -3.797982384743892))",676,Galeria,Drenagem geral,335.317,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5311,"MULTILINESTRING ((-38.59046758209434 -3.7961698056079927, -38.59080972564119 -3.796877785318248))",677,Galeria,Drenagem geral,87.025,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-530e,"MULTILINESTRING ((-38.59123588222972 -3.797982384743892, -38.59146605150511 -3.7975009512447055))",678,Galeria,Drenagem geral,59.057,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-530d,"MULTILINESTRING ((-38.591820463309084 -3.799664049609281, -38.58977146219497 -3.800542413953064))",679,Galeria,Drenagem geral,247.455,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-530b,"MULTILINESTRING ((-38.59046758209434 -3.7961698056079927, -38.58996381853139 -3.7955024182531396))",680,Galeria,Drenagem geral,92.614,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5309,"MULTILINESTRING ((-38.51797221127054 -3.787692915507111, -38.52111811939125 -3.7871093822197395))",888,Galeria,Drenagem geral,355.349,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5307,"MULTILINESTRING ((-38.61320910868021 -3.795087142301588, -38.6124495562997 -3.795353020136015, -38.61222647023719 -3.7946587634682194, -38.61120718725964 -3.7912039115663942, -38.6069215991161 -3.792532155294564))",681,Galeria,Drenagem geral,1066.649,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5304,"MULTILINESTRING ((-38.57633279070724 -3.8062045367159296, -38.576046486821255 -3.8058273304511303, -38.57582814614322 -3.805492611313697, -38.57562551832999 -3.8050926766726882, -38.57546457279427 -3.804781457025692))",682,Galeria,Drenagem geral,185.105,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5301,"MULTILINESTRING ((-38.57633279070724 -3.8062045367159296, -38.5771406250792 -3.8070471566397637, -38.57779001664128 -3.807769380838649, -38.57836027182045 -3.8084001747025695, -38.57773475528893 -3.8090091464749234))",683,Galeria,Drenagem geral,427.951,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52fe,"MULTILINESTRING ((-38.57348552481822 -3.8082991436345472, -38.57335939959989 -3.8078652382226363, -38.57247575233874 -3.804838128178377))",684,Galeria,Drenagem geral,398.813,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52fc,"MULTILINESTRING ((-38.57335939959989 -3.8078652382226363, -38.57456433919469 -3.807463410945242))",685,Galeria,Drenagem geral,141.022,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52f9,"MULTILINESTRING ((-38.578518420902206 -3.801840979702145, -38.577391224471384 -3.8018774435576366, -38.57739164797234 -3.8010075395471))",686,Galeria,Drenagem geral,221.463,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52f7,"MULTILINESTRING ((-38.58427397193669 -3.805028395677856, -38.58591402931651 -3.8039658573750477))",687,Galeria,Drenagem geral,216.774,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52f6,"MULTILINESTRING ((-38.58491935546418 -3.805528797891698, -38.58556441402933 -3.805145035144721))",688,Galeria,Drenagem geral,83.274,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52f5,"MULTILINESTRING ((-38.58382442128052 -3.807109607052457, -38.587321356043205 -3.804881658896774))",689,Galeria,Drenagem geral,459.966,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52f4,"MULTILINESTRING ((-38.587321356043205 -3.804881658896774, -38.5873992021768 -3.804782787608952))",690,Galeria,Drenagem geral,13.939,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52f3,"MULTILINESTRING ((-38.60902267863644 -3.808846952124729, -38.60743399427137 -3.8102446766386002))",691,Galeria,Drenagem geral,234.58,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52f2,"MULTILINESTRING ((-38.606211325841194 -3.809059368116041, -38.60451252339964 -3.80730680379015))",692,Galeria,Drenagem geral,270.487,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52f1,"MULTILINESTRING ((-38.60743399427137 -3.8102446766386002, -38.60686302188426 -3.8096907461902165))",693,Galeria,Drenagem geral,88.171,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52f0,"MULTILINESTRING ((-38.60743399427137 -3.8102446766386002, -38.60917354690244 -3.81209200242763))",694,Galeria,Drenagem geral,281.181,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52ee,"MULTILINESTRING ((-38.594027947371686 -3.812502256451476, -38.593350134958676 -3.811767281776001))",695,Galeria,Drenagem geral,110.786,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52ed,"MULTILINESTRING ((-38.59462333802446 -3.811920359544851, -38.59387635807902 -3.8111160457380873))",696,Galeria,Drenagem geral,121.633,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52eb,"MULTILINESTRING ((-38.48127346612259 -3.7236946851975303, -38.4796299721048 -3.7225145660167307, -38.48156272025878 -3.722994042206454, -38.481596217205635 -3.7227048368767948))",697,Galeria,Drenagem geral,477.759,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52e8,"MULTILINESTRING ((-38.48029873769357 -3.7262504253490563, -38.47921898017169 -3.7266478926918154, -38.47943516149326 -3.726979390916222))",698,Galeria,Drenagem geral,171.567,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52e5,"MULTILINESTRING ((-38.46115634570211 -3.7272801300116436, -38.46154997022797 -3.726543205515967, -38.462089232472294 -3.7255139155474253, -38.46117889006872 -3.7251142025677138))",699,Galeria,Drenagem geral,331.462,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52d7,"MULTILINESTRING ((-38.462089232472294 -3.7255139155474253, -38.4625726047264 -3.7246680948117685))",700,Galeria,Drenagem geral,107.848,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52d5,"MULTILINESTRING ((-38.463165332673576 -3.72365446475728, -38.463639317018234 -3.7225751878716755))",701,Galeria,Drenagem geral,130.444,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52d4,"MULTILINESTRING ((-38.48557143354056 -3.7314764835188567, -38.48875977408992 -3.731590024195956, -38.48871132979269 -3.7326409955649487, -38.48918281496283 -3.732617676037549))",703,Galeria,Drenagem geral,523.178,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52d3,"MULTILINESTRING ((-38.48557143354056 -3.7314764835188567, -38.485481623540196 -3.7325485057468546, -38.484231443818445 -3.732484343168954))",704,Galeria,Drenagem geral,258.019,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52d2,"MULTILINESTRING ((-38.48608400956471 -3.7314947377540073, -38.486107487536636 -3.730597906475566))",705,Galeria,Drenagem geral,99.205,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52d1,"MULTILINESTRING ((-38.48339399804267 -3.7340489015393135, -38.482844593561985 -3.733225816318202, -38.482428861872926 -3.732600030344105, -38.482054558359 -3.7320372191366853, -38.48168596571995 -3.7313811618740154))",706,Galeria,Drenagem geral,350.928,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52d0,"MULTILINESTRING ((-38.482054558359 -3.7320372191366853, -38.48012485443499 -3.732581970999048))",707,Galeria,Drenagem geral,222.664,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52ce,"MULTILINESTRING ((-38.48409178172659 -3.7349000444261544, -38.484932485934685 -3.7361961771747736, -38.48290699108136 -3.7370257115067322, -38.481561884217626 -3.73489729435654, -38.48107143926984 -3.734121240723473))",708,Galeria,Drenagem geral,794.478,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52cc,"MULTILINESTRING ((-38.48434638145069 -3.7346604594792767, -38.485964308633235 -3.7347243264236454, -38.485868402494305 -3.7369334763704805))",709,Galeria,Drenagem geral,424.383,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52c9,"MULTILINESTRING ((-38.47788956533902 -3.729010532970262, -38.47976189092737 -3.7319762281572517))",710,Galeria,Drenagem geral,388.337,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52c7,"MULTILINESTRING ((-38.47887602308956 -3.732236972522482, -38.4779060763173 -3.732513398827439, -38.47655284538002 -3.730429110793457))",711,Galeria,Drenagem geral,387.167,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52c5,"MULTILINESTRING ((-38.4779060763173 -3.732513398827439, -38.47829061326373 -3.733092605086484, -38.47459965499006 -3.734182629500592, -38.47502269333713 -3.7347885293503422, -38.474028113314844 -3.735056828188371))",712,Galeria,Drenagem geral,700.579,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52c3,"MULTILINESTRING ((-38.47459965499006 -3.734182629500592, -38.47424820703901 -3.733587987326907, -38.47234314662579 -3.7341330491026, -38.47354268352076 -3.735970330493064))",713,Galeria,Drenagem geral,539.474,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52c1,"MULTILINESTRING ((-38.47424820703901 -3.733587987326907, -38.47345811804825 -3.732297021190163))",714,Galeria,Drenagem geral,167.576,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52bf,"MULTILINESTRING ((-38.47643036380532 -3.733633288944268, -38.47529199877396 -3.7318513002783016, -38.47625874908377 -3.731602578821, -38.47590756212645 -3.7310891052175923))",715,Galeria,Drenagem geral,413.884,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52bd,"MULTILINESTRING ((-38.47829061326373 -3.733092605086484, -38.47869514878718 -3.733768620290008, -38.47917616928025 -3.7345208549630486, -38.48003942721767 -3.7359291787495947))",716,Galeria,Drenagem geral,368.974,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52bb,"MULTILINESTRING ((-38.47960048458794 -3.73521034759378, -38.48061149348678 -3.734419054522846))",717,Galeria,Drenagem geral,142.37,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52b9,"MULTILINESTRING ((-38.45726059122313 -3.734412249831921, -38.45782699139572 -3.7334173449227284, -38.456787473516115 -3.7329114170042184, -38.45626694596675 -3.733906349610535, -38.45574721074532 -3.733615106169949))",718,Galeria,Drenagem geral,445.447,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52b7,"MULTILINESTRING ((-38.45782699139572 -3.7334173449227284, -38.45831693379771 -3.732422391699395))",719,Galeria,Drenagem geral,122.747,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52b5,"MULTILINESTRING ((-38.485868402494305 -3.7369334763704805, -38.488039192315775 -3.737062220120875, -38.489060249286354 -3.7370470881174915, -38.49091417191055 -3.736481926690758))",720,Galeria,Drenagem geral,570.212,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52b2,"MULTILINESTRING ((-38.488039192315775 -3.737062220120875, -38.48794363100128 -3.7396001132138306, -38.488634950675525 -3.739348854714372, -38.49151015525647 -3.738391065947838))",721,Galeria,Drenagem geral,698.997,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52af,"MULTILINESTRING ((-38.488634950675525 -3.739348854714372, -38.48894329351205 -3.7403900863392274))",722,Galeria,Drenagem geral,120.125,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52ad,"MULTILINESTRING ((-38.488448014243055 -3.740552363984258, -38.48813216944558 -3.7395373079582948))",723,Galeria,Drenagem geral,117.6,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52ab,"MULTILINESTRING ((-38.48197815357824 -3.7459193774034696, -38.48055569539096 -3.74367312484036))",724,Galeria,Drenagem geral,294.388,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52aa,"MULTILINESTRING ((-38.489408750047886 -3.7463600106636887, -38.48917015178808 -3.7456895669938106))",725,Galeria,Drenagem geral,78.732,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52a9,"MULTILINESTRING ((-38.48917015178808 -3.7456895669938106, -38.489051005132346 -3.7450910118164824, -38.488836097388614 -3.744779673153228))",726,Galeria,Drenagem geral,109.393,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-52a8,"MULTILINESTRING ((-38.48290699108136 -3.7370257115067322, -38.48423277646259 -3.739055109099915))",727,Galeria,Drenagem geral,268.419,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-529f,"MULTILINESTRING ((-38.46989631949432 -3.7463222210130116, -38.47540939157138 -3.7445552224672825, -38.4756407389933 -3.7453096744250667, -38.476627196576494 -3.7449991553403237, -38.47691643613666 -3.745850348416659))",728,Galeria,Drenagem geral,944.41,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-529d,"MULTILINESTRING ((-38.47540939157138 -3.7445552224672825, -38.47828901134597 -3.7435874053757416))",729,Galeria,Drenagem geral,337.306,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-529a,"MULTILINESTRING ((-38.47727381717678 -3.7465063525771516, -38.48150413432192 -3.7451495946013758, -38.48197815357824 -3.7459193774034696, -38.48353702542892 -3.7484891284252613))",730,Galeria,Drenagem geral,926.143,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5298,"MULTILINESTRING ((-38.48150413432192 -3.7451495946013758, -38.48055569539096 -3.74367312484036))",731,Galeria,Drenagem geral,194.309,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5296,"MULTILINESTRING ((-38.469149265155124 -3.7439265855856276, -38.47466429381623 -3.7421172692553055))",732,Galeria,Drenagem geral,644.472,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5294,"MULTILINESTRING ((-38.45155637993746 -3.742601730485485, -38.45209628826157 -3.7416100464556146, -38.453139346426035 -3.739707680829604, -38.45411035634505 -3.7401606380718038))",733,Galeria,Drenagem geral,484.075,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-5291,"MULTILINESTRING ((-38.45209628826157 -3.7416100464556146, -38.453115286906836 -3.7420825047351296))",734,Galeria,Drenagem geral,124.669,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-528f,"MULTILINESTRING ((-38.489600791777306 -3.749438264735568, -38.49361861075333 -3.7481960814878352))",735,Galeria,Drenagem geral,466.97,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
vw_RedeDrenagem.fid--16360be6_1884ec8b5dc_-528d,"MULTILINESTRING ((-38.48990247968202 -3.7504754805564806, -38.49289937374895 -3.7495260696598445))",736,Galeria,Drenagem geral,349.065,Seinf,2020,SIRGAS 2000 - UTM Zone 24S (EPSG: 31984); Codificação: UTF-8,2020-11-26
