FID,id,the_geom,nome,nome_pop,fonte,anoref,epsg_codif,bairro,cod_bairro,area m2
vw_PracasFortaleza.fid--16360be6_188532c53aa_7190,120,"MULTIPOLYGON (((-38.51495114819062 -3.7267880962762368, -38.51481749387003 -3.7268316008905527, -38.51479291552432 -3.726849883424501, -38.51479032819745 -3.72687828158977, -38.51483421995959 -3.7270046093925275, -38.51485317977055 -3.727026060278715, -38.51488119039757 -3.7270247138739876, -38.5150198814362 -3.7269780725615465, -38.51503533013088 -3.726954728387335, -38.51503675840611 -3.726934256442267, -38.51500105152516 -3.726820470514967, -38.514982007855316 -3.726794761560686, -38.51495114819062 -3.7267880962762368)))",Praça Visconde de Pelotas,Praça do Mercado dos Pinhões,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,518.21
vw_PracasFortaleza.fid--16360be6_188532c53aa_7191,124,"MULTIPOLYGON (((-38.52637582441308 -3.7251800870543854, -38.526006745859206 -3.725301918699598, -38.52606921375791 -3.725509663160507, -38.52644414658789 -3.7253891980256957, -38.52637582441308 -3.7251800870543854)))",Largo do Mercado,Praça dos Correios,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,1049.77
vw_PracasFortaleza.fid--16360be6_188532c53aa_7192,162,"MULTIPOLYGON (((-38.57265812675215 -3.7228192065057018, -38.57267246776238 -3.7227833403332617, -38.5723926481528 -3.722398171374108, -38.57187911318497 -3.7234246144510825, -38.571881837717775 -3.723481710672663, -38.57239775451827 -3.724344879846276, -38.5726923787012 -3.724811055069495, -38.57288856066922 -3.725059708288299, -38.57316074082476 -3.7245172907852147, -38.57318998835747 -3.7244813409135635, -38.57315858679171 -3.7243771377219144, -38.573137370664874 -3.7242471391696372, -38.57305806035003 -3.72415681931796, -38.57294953516107 -3.724091737955085, -38.57284437054186 -3.7240591649078087, -38.572775418577415 -3.724059164782412, -38.572597509091054 -3.7241206859744063, -38.57252132516304 -3.724109830698995, -38.572448888261654 -3.7239758958253337, -38.572412699627264 -3.7238527324905477, -38.572401875549104 -3.7237729937748054, -38.572412848962735 -3.723671464596979, -38.57242004534694 -3.7235953960558246, -38.572427262263425 -3.7235447017019423, -38.572492046278974 -3.7230204903108657, -38.572517177582654 -3.72293058583019, -38.57258218332919 -3.7228659611373276, -38.57265812675215 -3.7228192065057018)))",Calçadão da Rua Frei Odilon,Praça da Lagoa do Urubu,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Floresta,17,14102.47
vw_PracasFortaleza.fid--16360be6_188532c53aa_7193,184,"MULTIPOLYGON (((-38.56061997889084 -3.7162086156035343, -38.560667981599224 -3.7162313986662303, -38.560719991185174 -3.7162150912384293, -38.56073873730925 -3.716174156979429, -38.56100156236839 -3.716087752476511, -38.56092798816051 -3.715984188810388, -38.56091640725156 -3.7159460391076413, -38.560909978551585 -3.7158988529315664, -38.56076160621642 -3.715826969902842, -38.56073761231998 -3.7158695987217363, -38.56068318722299 -3.7158860405105605, -38.56060131359845 -3.715884459494137, -38.560515609451684 -3.7158771238383754, -38.56061997889084 -3.7162086156035343)), ((-38.560772476241134 -3.7166671824194273, -38.56081118649618 -3.71669101640666, -38.56087303345358 -3.7166556704761904, -38.56095863975209 -3.716588593529632, -38.56101925397037 -3.716588988069435, -38.561088383355745 -3.716433129197694, -38.56106388934961 -3.7164030899102607, -38.56106199819495 -3.716264820861373, -38.56104162295218 -3.7162504774325655, -38.560802711137164 -3.716333729078447, -38.56075781703461 -3.7163194024976702, -38.56069002530564 -3.7163390022031644, -38.56067884022254 -3.7163771607348814, -38.560772476241134 -3.7166671824194273)))",Praça Antônio Alves Linhares,Praça do Mercado do Carlito Pamplona,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Álvaro Weyne,3,2793.57
vw_PracasFortaleza.fid--16360be6_188532c53aa_7194,100,"MULTIPOLYGON (((-38.52633711841674 -3.726483793112564, -38.525961101807475 -3.7265918113467174, -38.52593676834248 -3.7266305636310193, -38.525965202794886 -3.726875065268687, -38.52599162073794 -3.7273003594703953, -38.526521742802714 -3.7271204682330716, -38.52633711841674 -3.726483793112564)))",Praça General Tiburcio,Praça dos Leões,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,4012.15
vw_PracasFortaleza.fid--16360be6_188532c53aa_7195,102,"MULTIPOLYGON (((-38.525009540720404 -3.723658614396706, -38.524961253709165 -3.723642152917397, -38.52476137905067 -3.7237538921567483, -38.52474406551243 -3.723784848278294, -38.52474818146284 -3.723815575594942, -38.52493711022025 -3.7241546536892423, -38.52508182923741 -3.7245145261839245, -38.52513135570759 -3.724539852335274, -38.52525421128622 -3.7244946587797916, -38.52540585574671 -3.7244423228996126, -38.52542465411686 -3.7244047829664364, -38.52518951958928 -3.7239922337364835, -38.525009540720404 -3.723658614396706)))",Praça da Sé,Praça Pedro II,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,3432.43
vw_PracasFortaleza.fid--16360be6_188532c53aa_7196,103,"MULTIPOLYGON (((-38.5270238869139 -3.7227625735851326, -38.52681719277647 -3.722149814093513, -38.52560937597748 -3.722557643621034, -38.525811954935 -3.723190576201909, -38.5270238869139 -3.7227625735851326)))",Praça dos Mártires,Passeio Público,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,10307.13
vw_PracasFortaleza.fid--16360be6_188532c53aa_7197,105,"MULTIPOLYGON (((-38.533730798370065 -3.7251401911065085, -38.53279228309908 -3.7254484723764523, -38.532775025244185 -3.7254735302233075, -38.53277148727772 -3.7255011604065107, -38.53289622440034 -3.7259123004666246, -38.53292074288636 -3.7259300730732527, -38.53294701203804 -3.7259306463713946, -38.53388741569958 -3.7256076624340726, -38.533904242788175 -3.7255794475641744, -38.53377150827628 -3.7251497636704376, -38.533730798370065 -3.7251401911065085)))",Praça Capistrano de Abreu,Praça da Lagoinha,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,6489.17
vw_PracasFortaleza.fid--16360be6_188532c53aa_7198,106,"MULTIPOLYGON (((-38.530593627144356 -3.7227336411541314, -38.530295572704944 -3.7218624612072952, -38.53025465576562 -3.7218169466733064, -38.530190150592986 -3.7218028135639223, -38.52947522918311 -3.722033731000629, -38.529431327009114 -3.7220752181541066, -38.52942698949711 -3.7221385651897876, -38.5294375511293 -3.7222115890230443, -38.52963807592022 -3.7229300699339967, -38.52966396626644 -3.7229822461237267, -38.52970870218623 -3.723009567542798, -38.52977001379212 -3.7230021815001013, -38.530593627144356 -3.7227336411541314)))",Praça Castro Carreira,Praça da Estação,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,11641.06
vw_PracasFortaleza.fid--16360be6_188532c53aa_7199,108,"MULTIPOLYGON (((-38.52653588034845 -3.728886487352266, -38.52633243238052 -3.728864502063166, -38.5262422283817 -3.7296387921269676, -38.52644336437254 -3.729659044114542, -38.52653588034845 -3.728886487352266)))",Praça dos Voluntários,Praça da Polícia,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,1945.58
vw_PracasFortaleza.fid--16360be6_188532c53aa_719a,112,"MULTIPOLYGON (((-38.51765669878655 -3.730139716136105, -38.51712368544123 -3.7302184367328284, -38.5170822944035 -3.7302554777796813, -38.51706997749381 -3.7303204631501083, -38.51724776830043 -3.7306459230925797, -38.517281651825456 -3.7306780322914923, -38.517321373813864 -3.730679379954422, -38.51768621592646 -3.730575516287144, -38.517730594003346 -3.7305160364039707, -38.51772980310924 -3.7302180240556515, -38.517711834104 -3.730164775101788, -38.51765669878655 -3.730139716136105)), ((-38.51767913791329 -3.730616574251419, -38.517299202179146 -3.7307313303507246, -38.51728524535626 -3.7307607947545924, -38.517299202179146 -3.730790259158482, -38.51733176809921 -3.7307995637070706, -38.51769309473619 -3.7306832568496704, -38.51772255914005 -3.7306615462362966, -38.517710153075264 -3.730621226525722, -38.51767913791329 -3.730616574251419)), ((-38.517815604625966 -3.73075769323841, -38.51775822657632 -3.730735982625019, -38.5173519279545 -3.73085849251482, -38.517314709760136 -3.730912769048269, -38.517322463550634 -3.7311019615363046, -38.51735347871261 -3.731151585795442, -38.51740930600415 -3.7311717456507307, -38.517907099353785 -3.7310228728732624, -38.51795052058055 -3.730982553162712, -38.51794896982244 -3.730905015257771, -38.517815604625966 -3.73075769323841)))",Praça da Bandeira,Praça do Colégio Militar,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,5940.57
vw_PracasFortaleza.fid--16360be6_188532c53aa_719b,114,"MULTIPOLYGON (((-38.53230359420043 -3.7321419323813947, -38.53225782057212 -3.7320915026732386, -38.53219405466115 -3.7320884772539813, -38.53136369008786 -3.7323646104666652, -38.531338730090646 -3.7323918804221146, -38.53134016610686 -3.7324301185469446, -38.53159057235332 -3.7332811606245766, -38.531630484889305 -3.733311836027047, -38.531690680070014 -3.7333209997631718, -38.531795432139596 -3.7332873993973754, -38.53188248763281 -3.733313363316403, -38.532365111068856 -3.7331560525128795, -38.532427505544305 -3.733086166744778, -38.53248420404028 -3.7330637287338004, -38.53252394916172 -3.733024705628385, -38.532539355860315 -3.732966197589872, -38.53230359420043 -3.7321419323813947)))",Praça Clóvis Beviláqua,Praça da Bandeira,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,12775.41
vw_PracasFortaleza.fid--16360be6_188532c53aa_719c,115,"MULTIPOLYGON (((-38.52530501207215 -3.725043284258077, -38.52532854835866 -3.725099915322643, -38.52576722405807 -3.724931891587273, -38.525738025676546 -3.7248680697366807, -38.52530501207215 -3.725043284258077)))",Praça Caio Prado,Travessa Crato,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,377.99
vw_PracasFortaleza.fid--16360be6_188532c53aa_719d,117,"MULTIPOLYGON (((-38.529676677234164 -3.735216541034248, -38.52965412888693 -3.73517115552964, -38.52961356807905 -3.7351515709986374, -38.529567549741195 -3.7351596198511596, -38.52954145637211 -3.735184957161121, -38.52952605421879 -3.73521749819102, -38.5291095693083 -3.7353499878847036, -38.52906752827618 -3.7353203129537196, -38.52901867796825 -3.7353388325006627, -38.528993281638655 -3.7353848967328984, -38.529210070462824 -3.736050355305739, -38.5292608413268 -3.736034387546049, -38.529258072556246 -3.7360033152682277, -38.52986942832256 -3.7357950358884264, -38.529676677234164 -3.735216541034248)))",Praça José Bonifácio,Praça do 5º Batalhão,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,José Bonifácio,23,5830.73
vw_PracasFortaleza.fid--16360be6_188532c53aa_719e,118,"MULTIPOLYGON (((-38.526522041705924 -3.7256110311789117, -38.526142711656526 -3.7257310438168574, -38.526233133042474 -3.7260158556010743, -38.526610848567486 -3.7258893451010815, -38.526522041705924 -3.7256110311789117)))",Praça Waldemar Alcântara Falcão,Praça do Banco do Brasil,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,1444.88
vw_PracasFortaleza.fid--16360be6_188532c53aa_719f,122,"MULTIPOLYGON (((-38.53846918491459 -3.730331765636396, -38.53839747216825 -3.7303562118348093, -38.538340731296664 -3.7304000620917077, -38.53830740822369 -3.7304698350783525, -38.538302372951954 -3.7305127175064863, -38.53830928537952 -3.7305618255393136, -38.538332269746064 -3.7306124590702496, -38.53836635741576 -3.7306659180388815, -38.538423167414685 -3.7307029102110927, -38.53849005338531 -3.7307056551570743, -38.53855515179712 -3.730694942987596, -38.53863616852614 -3.730672132755582, -38.53852424815775 -3.7303186420653804, -38.53846918491459 -3.730331765636396)))",Praça Paula Pessoa,Praça do Mercado São Sebastião,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,1099.51
vw_PracasFortaleza.fid--16360be6_188532c53aa_71a0,123,"MULTIPOLYGON (((-38.52830075881634 -3.7309759890505427, -38.527598846386205 -3.731213550994078, -38.52766507064801 -3.73142910562878, -38.527674425276516 -3.731449963414393, -38.52768741745742 -3.731472170988187, -38.52771403624044 -3.7314839779372506, -38.527741990893816 -3.731481870099543, -38.528358293358416 -3.7312806507831047, -38.5283744920544 -3.7312675732662828, -38.528385612251995 -3.7312420194338327, -38.5283834686137 -3.7312148145193555, -38.52830075881634 -3.7309759890505427)))",Praça Murilo Borges,Antiga Praça do BNB,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,2763.24
vw_PracasFortaleza.fid--16360be6_188532c53aa_71a1,126,"MULTIPOLYGON (((-38.5264744785939 -3.7319604793045604, -38.525602500393546 -3.732238488894449, -38.52558531043461 -3.7322481532257994, -38.525585684796596 -3.732268413704496, -38.525826579770936 -3.7329929478987443, -38.52584458051572 -3.733006929328788, -38.5258678925212 -3.733007365851714, -38.52671952485041 -3.7327311091260507, -38.52672674942082 -3.7326933096869603, -38.52651242512541 -3.73197015437841, -38.5264744785939 -3.7319604793045604)))",Praça José Júlio,Praça da Igreja do Sagrado Coração de Jesus,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Centro,10,9559.24
vw_PracasFortaleza.fid--16360be6_188532c53aa_71a2,153,"MULTIPOLYGON (((-38.56891720647152 -3.7053500349384914, -38.56902730214152 -3.7053578824759144, -38.569098077929326 -3.704557433298037, -38.56880711080152 -3.704557433298038, -38.56891720647152 -3.7053500349384914)))",Praça Odete Saraiva,Praça do Chico dos Ovos,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Cristo Redentor,12,1961.16
vw_PracasFortaleza.fid--16360be6_188532c53aa_71a3,157,"MULTIPOLYGON (((-38.579511309730016 -3.698625150943502, -38.5793454229595 -3.6985175915264223, -38.57914243500952 -3.698438432708754, -38.57911231758315 -3.6984495376243447, -38.579055927409065 -3.698496099509428, -38.57880607972084 -3.699101042066687, -38.579225673232095 -3.699290533523829, -38.57929984240181 -3.6992881955503853, -38.57930971276135 -3.6992204889298783, -38.57934597086073 -3.699161753666669, -38.5795036883106 -3.6990976463107517, -38.57963869759039 -3.698946090940326, -38.57954696161792 -3.698731883829892, -38.579511309730016 -3.698625150943502)))",Areninha da Barra do Ceará,Campo do Grêmio/ Praça das Goiabeiras,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Barra do Ceará,6,5362.68
vw_PracasFortaleza.fid--16360be6_188532c53aa_71a4,188,"MULTIPOLYGON (((-38.57043277456826 -3.716191620213653, -38.570190189978575 -3.71681882898328, -38.570372459509386 -3.716827532641624, -38.570669925467755 -3.715935468623838, -38.57056308271857 -3.7158911282797544, -38.57043277456826 -3.716191620213653)), ((-38.57034171391472 -3.7169170896694825, -38.5702659896643 -3.7168961747259206, -38.57019425813482 -3.7168923782031937, -38.569895192551385 -3.7176682828970335, -38.56989819919588 -3.717678934884957, -38.56991031896313 -3.7176780451728475, -38.56998539082028 -3.717590914406198, -38.57027908479423 -3.7170968382708365, -38.57032077930067 -3.7169759088341054, -38.57034171391472 -3.7169170896694825)))",Praça Dr. Hugo Rocha,Praça Juraci Magalhães,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Álvaro Weyne,3,2885.78
vw_PracasFortaleza.fid--16360be6_188532c53aa_71a5,190,"MULTIPOLYGON (((-38.5878607346338 -3.6993605217945977, -38.58778138683329 -3.699423849772414, -38.58807736587377 -3.699656203003695, -38.58813378028548 -3.6996237637472564, -38.588122098993466 -3.699582694683507, -38.588144864563986 -3.6995365562307163, -38.58817734081497 -3.69947598099936, -38.58818917556499 -3.6994282112785926, -38.58819598544195 -3.69937936323675, -38.588165778123326 -3.699344032678451, -38.588118023088406 -3.699328463175837, -38.58809458239547 -3.699307899025603, -38.588059453077534 -3.6992920908928015, -38.58801091947991 -3.6992905416654502, -38.58797146127018 -3.699325336562687, -38.58791246654258 -3.6993508660618244, -38.5878607346338 -3.6993605217945977)))",Praça José Lima Verde,Píer da Barra 2,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Barra do Ceará,6,1049.57
vw_PracasFortaleza.fid--16360be6_188532c53aa_71a6,196,"MULTIPOLYGON (((-38.589944744772964 -3.708867385139303, -38.590044009075854 -3.7088080014663785, -38.590065710972425 -3.7087748559939806, -38.59010412414257 -3.7086320309351466, -38.59010874644861 -3.7085914187073663, -38.59008685036763 -3.7085515052808984, -38.59005270067894 -3.7085049150613787, -38.59001476568051 -3.7084505393916554, -38.589980956620614 -3.7084149675780926, -38.589967638493825 -3.708412442984823, -38.58994972568136 -3.7084151573736652, -38.5897139697378 -3.708653688127649, -38.58971063438509 -3.708676964142191, -38.589718132726766 -3.708698339512713, -38.58991018190455 -3.7088805851918227, -38.589944744772964 -3.708867385139303)))",Praça Percide Benicio Rodrigues,Praça dos Ferroviários,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Barra do Ceará,6,1384.63
vw_PracasFortaleza.fid--16360be6_188532c53aa_71a7,209,"MULTIPOLYGON (((-38.58911407938525 -3.7094587884247323, -38.58903306219503 -3.709501356444257, -38.58905084080421 -3.709528393554291, -38.58971265852267 -3.7096339773301605, -38.5897493047464 -3.709617483296439, -38.58977251013949 -3.7095268588884287, -38.58974456353939 -3.7094697145032813, -38.58981100281416 -3.7092147366139168, -38.58986636774996 -3.7091825905556792, -38.58989905711056 -3.7090494975896977, -38.58988367322999 -3.709027624945111, -38.58975433755536 -3.7090993507780867, -38.58973695539488 -3.7091498758571446, -38.58917087575368 -3.7094727445207334, -38.58911407938525 -3.7094587884247323)))",Praça Marcilio Prestes de Queiroz,Praça do Ferroviário,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Barra do Ceará,6,2469.86
vw_PracasFortaleza.fid--16360be6_188532c53aa_71a8,212,"MULTIPOLYGON (((-38.5027390457983 -3.730114282005693, -38.50271178593795 -3.7301098365357532, -38.502265316430446 -3.7302749944510514, -38.50253851955501 -3.7311061831794747, -38.50305466148754 -3.7310156069709532, -38.5027390457983 -3.730114282005693)))",Areninha do Campo do América,Campo do América,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Meireles,24,5760.73
vw_PracasFortaleza.fid--16360be6_188532c53aa_71a9,223,"MULTIPOLYGON (((-38.51085510010608 -3.748096639152532, -38.51067642302242 -3.747560088119832, -38.51059810796006 -3.7475765087069024, -38.510543006901564 -3.7481888803077745, -38.51057376316713 -3.748222002711364, -38.51083547260896 -3.7481467751773727, -38.51085510010608 -3.748096639152532)))",Praça Barão de Aquiraz,Eletricitário,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Dionísio Torres,14,1571.09
vw_PracasFortaleza.fid--16360be6_188532c53aa_71aa,232,"MULTIPOLYGON (((-38.47017957923086 -3.7265837011564127, -38.470201539392995 -3.7265751635022295, -38.47030479317556 -3.7263770444306457, -38.47029345999538 -3.7263570598747893, -38.469413513825685 -3.725926591232233, -38.46939466831649 -3.7259315088342895, -38.4692900995925 -3.7261220479974253, -38.46929334495878 -3.72614266966699, -38.47017957923086 -3.7265837011564127)))",Praça da Conquista,Praça do Conjunto São Pedro,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Vicente Pinzon,37,3117.08
vw_PracasFortaleza.fid--16360be6_188532c53aa_71ab,234,"MULTIPOLYGON (((-38.45077727782137 -3.745938343004588, -38.45070363618445 -3.7459589888282028, -38.45011301147512 -3.7456850335624483, -38.45008139050652 -3.745609558375131, -38.45000971978415 -3.745573957099798, -38.44990092493252 -3.745788442302359, -38.4499251711887 -3.7458403029044125, -38.44975644342145 -3.7461580465448123, -38.44968866252161 -3.7461607895286524, -38.44963306640922 -3.746265750919658, -38.44965286503252 -3.746353521288742, -38.449447161755785 -3.746738031653931, -38.449374642215275 -3.7467669683451303, -38.449246214638464 -3.7469968702908325, -38.4492500440893 -3.7471719700015558, -38.44917431667648 -3.747178680124704, -38.449167499615605 -3.747313690891227, -38.44907381932607 -3.7473155030122136, -38.44892891521488 -3.747612184383036, -38.44898234366548 -3.7476373605846924, -38.44903492472592 -3.7476051846289926, -38.449655915114064 -3.74793124463606, -38.44967368784935 -3.7479962685439796, -38.449746072166185 -3.7480216356980285, -38.449789334343336 -3.7480018958140864, -38.450589778844744 -3.7465249423678677, -38.450589743311944 -3.746473476874615, -38.450710263173725 -3.7462493395017034, -38.450748640069826 -3.746239457253763, -38.45087275828692 -3.7460258420651913, -38.45085993155973 -3.7459747058838415, -38.45077727782137 -3.745938343004588)))",Praça da Paz Dom Helder Câmara,Praça 31 de Março,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Praia do futuro I,113,25501.83
vw_PracasFortaleza.fid--16360be6_188532c53aa_71ac,235,"MULTIPOLYGON (((-38.492569899248544 -3.748573485835111, -38.4922544685387 -3.7486837675195392, -38.492530825474006 -3.7496040783572684, -38.49285164875511 -3.749491487886069, -38.49287062897051 -3.749447952597528, -38.492569899248544 -3.748573485835111)))",Praça Deputado Marcelo Linhares,Praça São Gabriel,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Cocó,11,4156.1
vw_PracasFortaleza.fid--16360be6_188532c53aa_71ad,241,"MULTIPOLYGON (((-38.49891484617823 -3.738328254014792, -38.49884891033888 -3.738288001761237, -38.498084763977005 -3.7385369901263372, -38.49804946492079 -3.7386073801847113, -38.49860705197242 -3.740392197946105, -38.49864097876288 -3.7404117799024994, -38.49942326390936 -3.740142719402324, -38.49944524052249 -3.7401180034599513, -38.49891484617823 -3.738328254014792)))",Praça Dr. Carlos Alberto Studart Gomes,Praça das Flores,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Aldeota,2,21392.7
vw_PracasFortaleza.fid--16360be6_188532c53aa_71ae,256,"MULTIPOLYGON (((-38.517763793259164 -3.7457935753362377, -38.51780327025065 -3.7458117120999677, -38.51819949385651 -3.7457242604035454, -38.51817747826607 -3.7455934069119077, -38.51778071290305 -3.745605879464596, -38.51774222736722 -3.745632817180414, -38.517763793259164 -3.7457935753362377)))",Praça São Lucas,Praça do Chafariz,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Joaquim Távora,22,922.5
vw_PracasFortaleza.fid--16360be6_188532c53aa_71af,308,"MULTIPOLYGON (((-38.47653341329147 -3.737312219609867, -38.476505499241746 -3.7372981779202146, -38.47570400169688 -3.7375094753410965, -38.475702580594366 -3.7375515494522413, -38.4765960257794 -3.7376712967992827, -38.476678477423214 -3.7375353037210632, -38.47653341329147 -3.737312219609867)))",Praça Irmã Cleide,Praça São José,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Papicu,27,2476.42
vw_PracasFortaleza.fid--16360be6_188532c53aa_71b0,319,"MULTIPOLYGON (((-38.58391037484635 -3.7583718400095503, -38.58326521707802 -3.7587037370090077, -38.58338311068352 -3.758938056181976, -38.58404240458422 -3.7585928075923807, -38.584045319708025 -3.758551191265677, -38.583950691071934 -3.758379706242288, -38.58391037484635 -3.7583718400095503)))",Praça Santo Expedito,Praça Matriz do Henrique Jorge,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Henrique Jorge,45,2419.01
vw_PracasFortaleza.fid--16360be6_188532c53aa_71b1,322,"MULTIPOLYGON (((-38.56921308462488 -3.765652763910329, -38.56918490266036 -3.7656404269734027, -38.568773190558886 -3.765754793787201, -38.568758030108604 -3.7657666270838317, -38.568753499941494 -3.7657882713060533, -38.56920503184986 -3.7665820550519844, -38.56923403595272 -3.766593130165079, -38.5694320181483 -3.7665400606406507, -38.56944615261009 -3.766524835813747, -38.569442568593516 -3.7665009144231547, -38.56921308462488 -3.765652763910329)))",Praça Artur da Costa e Silva,Feira dos Pássaros,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Joquei Clube,101,4175.96
vw_PracasFortaleza.fid--16360be6_188532c53aa_71b2,333,"MULTIPOLYGON (((-38.57943326562569 -3.773024527501485, -38.57940074115892 -3.773025758687168, -38.57873926341328 -3.7733691265601137, -38.57871985669809 -3.7733884146544026, -38.57872515429696 -3.7734161467022185, -38.57875135032265 -3.773464172805838, -38.578812579515535 -3.7734819459140625, -38.57911848708433 -3.7740800379905965, -38.57910156905712 -3.7741410058064933, -38.57912638092947 -3.774196614404374, -38.57914869729673 -3.774208405727804, -38.57917676690059 -3.774203065050962, -38.57984215014334 -3.773859433754412, -38.579858523336846 -3.7738387735760246, -38.57985443555433 -3.7738084117383663, -38.57983184108862 -3.7737665744676505, -38.57976945794545 -3.7737421761444305, -38.579460448486 -3.7731405168050745, -38.57947475494368 -3.7730893604544065, -38.57945183506484 -3.7730449340922867, -38.57943326562569 -3.773024527501485)))",Praça Dr. César Cals,Praça do João XXIII,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Joquei Clube,101,8703.75
vw_PracasFortaleza.fid--16360be6_188532c53aa_71b3,294,"MULTIPOLYGON (((-38.50828249544681 -3.7614320025201082, -38.50816743456503 -3.761479689583241, -38.508147155633914 -3.7615339343483236, -38.5079480413512 -3.761569733697601, -38.50791507582845 -3.761547162910505, -38.507883480588575 -3.76155591396598, -38.50788893905948 -3.7615877270957907, -38.507964496625675 -3.7616418745174474, -38.508137222669916 -3.761790843101648, -38.50834731077373 -3.761754711330698, -38.50840372198843 -3.7617231210505038, -38.50831122277741 -3.76159900745087, -38.50828249544681 -3.7614320025201082)))",Praça Pio XII,Praça da Igreja,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,São João do Tauape,35,1141.65
vw_PracasFortaleza.fid--16360be6_188532c53aa_71b4,344,"MULTIPOLYGON (((-38.58681651707653 -3.778999953762887, -38.586650576897355 -3.7790379443248128, -38.5867245016 -3.7792960886486875, -38.586734419937834 -3.7793014227951924, -38.58674536997538 -3.7792962729055746, -38.58683381190445 -3.7790140324304575, -38.58681651707653 -3.778999953762887)))",Praça Sem Denominação Oficial,Praça da Rua Anselmo Nogueira,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Bonsucesso,73,356.69
vw_PracasFortaleza.fid--16360be6_188532c53aa_71b5,345,"MULTIPOLYGON (((-38.59041735466875 -3.727339063250065, -38.59043248999491 -3.727335677779779, -38.59044258984537 -3.7273277591144542, -38.590447665746865 -3.7273154403343716, -38.59053249272997 -3.7271222336333967, -38.59052913930131 -3.727118110969509, -38.59020181056246 -3.7272092627318547, -38.59019169059092 -3.7272196841299325, -38.59019353263428 -3.727232883675342, -38.59041735466875 -3.727339063250065)))",Praça Sem Denominação Oficial,Praça da Rua José Goiania,URBIFOR,2019,EPSG: 31984 (SIRGAS 2000 - UTM 24S); Codificação: UTF-8,Olavo Oliveira,122,453.55
